*BEGIN_DEBUG_OUTPUT*
83
42,152,169,186,202,214,256,261,317,339,398,475,484,487,489,498,502,533,639,689,711,759,792,816,830,843,875,889,958,977, 5873
13,29,30,42,55,58,115,122,125,159,171,201,211,215,553,616,634,643,659,705,716,734,755,766,806,847,887,901,934,938, 5878
1,12,14,15,21,110,165,203,283,284,305,320,365,412,454,465,517,537,705,730,744,755,785,844,856,862,875,883,954,974, 5880
3,10,31,37,45,84,155,194,197,235,243,255,270,548,553,592,633,661,707,754,757,779,809,897,904,920,922,952,974,992, 5881
46,75,173,180,194,195,228,246,296,302,344,396,407,445,447,458,462,510,684,739,777,792,858,880,912,915,969,984,985,986, 5882
0,20,30,42,59,71,75,77,134,153,164,215,217,220,544,564,580,643,658,667,676,704,748,749,791,818,869,934,965,989, 5884
20,49,51,64,141,167,181,215,222,324,333,344,362,396,485,513,533,535,682,710,745,753,762,825,868,891,898,921,987,992, 5885
20,49,51,64,141,167,181,215,222,324,333,344,362,396,485,513,533,535,682,710,745,753,762,825,868,891,898,921,987,992, 5885
26,63,102,135,147,210,229,232,290,300,328,330,366,431,459,512,535,538,636,685,690,696,714,782,812,847,923,931,943,967, 5888
36,41,47,85,104,126,129,130,143,209,233,249,257,547,611,630,632,667,698,705,709,717,821,825,828,891,941,952,985,996, 5889
37,43,60,73,123,127,165,176,198,200,215,239,242,251,252,547,593,599,665,685,712,719,754,755,827,829,844,848,915,918, 5890
37,43,60,73,123,127,165,176,198,200,215,239,242,251,252,547,593,599,665,685,712,719,754,755,827,829,844,848,915,918, 5890
8,9,19,20,82,125,197,269,307,318,363,373,418,429,488,513,520,521,672,715,753,755,782,799,815,914,932,943,976,981, 5891
35,54,72,124,166,192,239,253,301,308,311,319,345,353,376,384,401,441,758,791,812,813,814,822,873,925,928,950,965,987, 5892
13,95,145,181,182,185,218,224,258,301,308,311,347,370,456,462,491,500,722,772,777,795,871,881,900,913,931,944,964,984, 5893
10,17,41,78,81,97,166,294,336,356,357,375,381,400,401,428,526,537,538,646,697,741,756,760,776,814,832,833,872,982, 5907
42,60,74,79,95,100,188,227,228,246,282,417,432,461,472,506,512,532,679,718,791,874,878,906,922,932,933,940,978,986, 5907
10,17,41,78,81,97,166,294,336,356,357,375,400,401,428,462,526,537,538,646,697,741,756,760,776,814,832,833,872,982, 5907
56,88,118,132,167,172,247,258,275,372,407,411,433,437,453,520,524,526,639,661,662,666,706,728,830,862,865,912,955,974, 5908
12,34,54,141,152,166,199,258,262,278,325,355,356,368,369,412,428,506,636,660,676,715,725,763,793,855,938,955,970,977, 5912
46,81,88,106,115,162,180,221,255,388,391,392,425,466,490,494,497,519,639,674,747,760,777,794,882,932,942,972,982,987, 5914
15,32,49,71,80,128,161,162,169,188,189,200,211,262,264,540,610,623,691,692,694,702,710,729,739,846,903,910,962,976, 5916
15,32,49,71,80,128,161,162,169,188,189,200,211,262,264,540,610,623,691,692,694,702,710,729,739,846,903,910,962,976, 5916
